ç
Nome,Designação,Bairro,Artes Cênicas,Artes Industriais,Artes Plasticas,Ciências,Educação Física,Educação Musical,Educação Para O Lar,Espanhol,Francês,Geografia,História,Inglês,Língua Portuguesa,Matemática,Técnicas Agrícolas,Técnicas Comerciais,Educação Infantil,Ensino Fundamental,Ensino Religioso,Professor II,Séries Atendidas,Latitude,Longitude
RAUL PEDERNEIRAS,"0431011",Cordovil,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,11,2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano,"-22.8187150358675","-43.2929626773211"
MONTESE,"0431013",Cordovil,0,0,1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,7,1,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8152861727499","-43.2917215234218"
MINISTRO LAFAYETTE DE ANDRADA,"0431014",Cordovil,1,0,0,7,2,0,0,1,0,4,3,3,7,7,0,0,0,1,0,3,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8170339220565","-43.2924525110757"
JOSEPH BLOCH,"0431015",Parada de Lucas,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1º Ano/2º Ano/3º Ano/4º Ano/Pré-Escola,"-22.8173607692284","-43.3032119813557"
CRUZADA SÃO SEBASTIÃO,"0431016",Parada de Lucas,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.8124769257874","-43.2964075119155"
CARDEAL CAMARA,"0431017",Parada de Lucas,0,0,3,3,2,0,0,1,0,3,3,2,5,3,0,0,0,4,0,10,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 1,"-22.8147849675968","-43.3031926315013"
REPUBLICA DO LIBANO,"0431018",Vigário Geral,1,0,0,4,5,0,0,0,0,3,4,5,8,4,0,0,1,2,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A/Classe Especial/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8126792293187","-43.309232034069"
JORGE DE GOUVEA,"0431019",Vigário Geral,0,0,1,0,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,25,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/Pré-Escola/Realfabetização 1,"-22.8048259671122","-43.3060782617407"
ALFREDO VALLADAO,"0431020",Vigário Geral,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8094989264099","-43.3131312991473"
HEITOR BELTRAO,"0431021",Vigário Geral,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8152417478429","-43.3071853912077"
ENEYDA RABELLO DE ANDRADE,"0431022",Vigário Geral,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.8062902146056","-43.3168028904639"
PRESIDENTE GRONCHI,"0431023",Jardim América,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,8,1,26,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.8132267688361","-43.3219025273759"
ANDRADE NEVES,"0431024",Jardim América,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.8089627446125","-43.3259179419583"
CONEGO FERNANDES PINHEIRO,"0431025",Jardim América,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,16,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8078698923358","-43.3231441388375"
HERBERT MOSES,"0431026",Jardim América,0,0,3,6,5,1,0,2,0,3,5,3,8,8,0,0,0,3,0,6,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8111757277469","-43.3214197292932"
ZELIA BRAUNE,"0431027",Jardim América,1,0,2,7,2,2,0,0,0,3,5,6,9,4,0,0,0,1,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.8084975196308","-43.3204637614453"
MESTRE CARTOLA (AGENOR DE OLIVEIRA),"0431501",Vigário Geral,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,7,0,15,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Creche/Pré-Escola,"-22.812069644841","-43.2967772480187"
GRACILIANO RAMOS,"0431502",Jardim América,0,0,2,2,0,0,0,0,0,1,1,2,1,1,0,0,0,8,1,23,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8130332254304","-43.3222314828957"
LUÍS CARLOS DE OLIVEIRA CÂMARA,"0431601",Cordovil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche/PIC,"-22.8163248708819","-43.2898949545002"
BARBOSA LIMA SOBRINHO,"0431602",Jardim América,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,Creche,"-22.80217708432","-43.3188863816677"
CHICO MENDES,"0431603",Cordovil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche/PIC,"-22.8184133451711","-43.2916414284028"
CORAÇÃO DE GENEVE,"0431604",Vigário Geral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,Creche,"-22.8065870149103","-43.3039142878224"
SEMPRE VIDA DIQUE,"0431605",Jardim América,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche/PIC,"-22.8024357235332","-43.3235281740087"
VISCONDE DE SABUGOSA,"0431606",Jardim América,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,Creche,"-22.8038599563874","-43.331157243553"
ACAUÃ,"0431607",Vigário Geral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,Creche,"-22.8028299479257","-43.3039262516475"
ARI PIMENTEL,"0431608",Parada de Lucas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.8120700809577","-43.2956625728195"
CARVALHO MOURÃO,"0431801",Cordovil,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,Pré-Escola,"-22.8198702","-43.2948694"
DESEMBARGADOR MONTENEGRO,"0514001",Vila Kosmos,1,0,1,1,4,0,0,0,0,0,1,2,1,1,0,0,0,0,0,26,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 1,"-22.8482932060687","-43.3039987573196"
CECILIA MEIRELES,"0514002",Vila Kosmos,0,0,1,4,3,1,0,0,0,3,4,3,5,5,0,0,0,2,0,6,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.8489550713282","-43.303413617956"
MAESTRO PIXINGUINHA,"0514003",Vila Kosmos,0,0,1,1,2,1,0,1,0,0,2,1,5,2,0,0,0,0,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Pré-Escola,"-22.8579026336576","-43.3073444153579"
SERGIPE,"0514004",Vicente de Carvalho,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,19,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.8558786066218","-43.3131863504341"
BOLIVIA,"0514005",Vicente de Carvalho,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1º Ano/2º Ano/3º Ano/Creche/Pré-Escola,"-22.8563532491658","-43.3158592172679"
QUINTINO DO VALLE,"0514006",Vila Da Penha,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.8417168368648","-43.3046953207373"
ALBERT SABIN,"0514007",Vila Da Penha,0,0,1,1,2,0,0,0,0,1,1,2,1,1,0,0,0,0,0,27,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8416510822596","-43.3106335713878"
MARIA BAPTISTINA DUFFLES TEIXEIRA LOTT,"0514008",Vista  Alegre,0,0,1,4,4,0,0,0,0,3,5,3,7,6,0,0,0,0,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,"-22.8314022460317","-43.3158793270742"
MATO GROSSO,"0514009",Irajá,1,0,2,1,5,0,0,0,0,0,0,1,0,0,0,0,4,2,0,27,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/Creche/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola/Realfabetização 1,"-22.8424339669903","-43.3258181628675"
IRA,"0514010",Irajá,0,0,1,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,20,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8338590581631","-43.3190776455796"
ALFREDO DE PAULA FREITAS,"0514011",Irajá,0,0,1,0,3,0,0,0,0,1,0,2,1,0,0,0,0,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,"-22.8380235259494","-43.3236288397557"
J. CARLOS,"0514012",Irajá,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,8,1,7,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.8242324008638","-43.3144674597169"
ADLAI STEVENSON,"0514013",Irajá,0,0,1,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano,"-22.8247540207124","-43.3150788447075"
BARCELONA,"0514015",Irajá,0,0,2,6,4,1,0,3,0,5,5,3,8,6,0,0,0,1,0,7,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8424934078862","-43.3181607044344"
PIRES E ALBUQUERQUE,"0514016",Irajá,0,0,0,1,5,1,0,0,0,1,0,2,1,0,0,0,0,8,1,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.852532024911","-43.3240564683596"
RODOLFO GARCIA,"0514017",Irajá,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8521981681506","-43.3234695745606"
RODRIGO OTAVIO FILHO,"0514018",Irajá,1,0,2,6,3,1,0,0,0,4,5,4,6,5,0,0,0,2,0,2,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,"-22.8511793600332","-43.3249490336346"
ROSA BETTIATO ZATTERA,"0514019",Irajá,0,0,1,2,6,1,0,1,0,3,4,3,5,2,0,0,0,1,0,15,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.8509727905596","-43.3304199304597"
JOSE DO PATROCINIO,"0514020",Irajá,0,0,3,5,3,0,0,2,0,3,6,2,9,6,0,1,0,3,0,2,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,"-22.8376738010283","-43.3230906565706"
NUN ALVARES PEREIRA,"0514021",Irajá,0,0,1,4,2,1,0,1,0,4,5,3,6,6,0,0,0,0,0,5,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,"-22.8249208307571","-43.3156450763885"
MARIO PAULO DE BRITO,"0514022",Irajá,1,0,1,1,3,0,0,0,0,1,1,0,4,3,0,0,0,14,0,5,7º Ano/8º Ano/9º Ano,"-22.8334992720209","-43.3191273867031"
GASPAR VIANNA,"0514023",Irajá,1,0,2,7,6,1,0,1,1,6,5,3,8,6,0,0,1,1,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Aceleração 3/Classe Especial/Creche/Pré-Escola/Realfabetização 1/Realfabetização 2,"-22.8249598508331","-43.3206443243373"
ALMIRANTE NEWTON BRAGA DE FARIA,"0514024",Irajá,1,0,2,3,4,0,0,0,0,4,5,4,6,3,0,0,0,1,0,6,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.8355105415676","-43.325756959343"
CONDE PEREIRA CARNEIRO,"0514025",Irajá,0,0,2,7,3,0,0,1,0,4,5,5,8,5,0,0,0,1,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.8228012956622","-43.3306477832392"
FRANCISCO SERTORIO PORTINHO,"0514026",Irajá,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,23,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.8293271676895","-43.3268053543012"
SEBASTIAO DE LACERDA,"0514027",Irajá,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/Classe Especial/Pré-Escola,"-22.8226304882867","-43.3339476353975"
TARSILA DO AMARAL,"0514028",Irajá,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,24,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Creche/Pré-Escola,"-22.8243609879805","-43.3253917005344"
MALBA TAHAN,"0514029",Irajá,2,0,0,3,2,0,0,1,0,1,2,3,2,4,0,0,0,1,0,3,7º Ano/8º Ano/9º Ano,"-22.8236973875516","-43.3263288243862"
OLIMPIA DO COUTO,"0514030",Irajá,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,0,25,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,"-22.8229082359254","-43.334119147966"
CLAUDIO IGNACIO DE OLIVEIRA,"0514031",Irajá,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8473375239535","-43.3195173747277"
MENDES VIANA,"0514032",Colégio,0,0,1,4,2,1,0,1,0,4,4,1,7,2,0,0,0,1,0,1,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,"-22.8347675698002","-43.3298388856057"
PAULA FONSECA,"0514033",Colégio,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.8378020991646","-43.3425865538206"
AMAPA,"0514035",Colégio,0,0,1,0,5,0,0,1,0,0,0,2,0,0,0,0,0,2,0,20,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial,"-22.8445255758751","-43.3385503478222"
DOM OSCAR ROMERO,"0514501",Irajá,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,2,19,3,8,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Creche/Pré-Escola/Realfabetização 1,"-22.8344263822544","-43.3305542974402"
TIO SEBASTIÃO XAVIER,"0514601",Vila Kosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.8485993358909","-43.3036073232709"
JECIÁ DE FREITAS FERREIRA,"0514602",Irajá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,Creche/PIC,"-22.8305892214167","-43.3270374698016"
AMÁLIA FERNANDEZ CONDE,"0514603",Irajá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,Creche,"-22.8212700266329","-43.3211370714472"
ESTRELINHA DOURADA,"0514604",Irajá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche,"-22.8238371620741","-43.3260574062698"
O SONHO DE RAMON PASCUAL,"0514605",Colégio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,Creche/PIC,"-22.8510645248931","-43.3360928942631"
ACALANTO,"0514606",Vicente de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,2,Creche/PIC,"-22.8603089201564","-43.3071636046819"
SEMENTINHA,"0514607",Vicente de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche,"-22.8598394611292","-43.3180009871772"
JOSEPH BARBERA,"0514608",Vicente de Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-22.8674919427576","-43.3094271064885"
PARQUE BOM MENINO,"0514609",Irajá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche/PIC,"-22.8486809976061","-43.3245988341929"
DEPUTADO PEDRO FERNANDES,"0514801",Irajá ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,Creche,"-22.8230294163169","-43.3200994598458"
LUXEMBURGO,"0514802",Vista  Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,Creche/Pré-Escola,"-22.9035393","-43.2095869"
JOSÉ ALPOIM,"0514803",Colégio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,Creche/Pré-Escola,"-22.8148869","-43.2008633"
VICENTE DE CARVALHO,"0514804",Vila Kosmos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,Creche/Pré-Escola,"-22.847394","-43.3048374"
PARA,"0515001",Rocha Miranda,0,0,1,5,4,0,0,1,1,3,3,3,7,6,0,0,1,4,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 2,"-22.8514774065193","-43.3491156921946"
ITALIA,"0515002",Rocha Miranda,0,0,1,5,4,1,0,1,0,2,6,2,5,4,2,1,0,9,0,3,6º Ano/7º Ano/8º Ano/9º Ano,"-22.840506928501","-43.3487856131373"
OLEGARIO MARIANO,"0515003",Rocha Miranda,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,27,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,"-22.845131078046","-43.3515106094682"
LUIZ DE CAMOES,"0515004",Colégio,1,0,1,3,2,0,0,1,0,4,5,3,6,3,0,0,0,0,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3,"-22.8455590133636","-43.3382936097476"
OSWALDO ARANHA,"0515005",Rocha Miranda,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.8509390105042","-43.343131555855"
FRANCISCO FRIAS DE MESQUITA,"0515007",Rocha Miranda,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8460915038617","-43.3441936331961"
VELINDA MAURICIO DA FONSECA,"0515009",Rocha Miranda,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,4,0,18,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial,"-22.8405835470778","-43.3481129090911"
PROFESSOR ALFREDO RUSSELL,"0515010",Rocha Miranda,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Aceleração 1/Aceleração 2A/Pré-Escola/Realfabetização 1,"-22.8426779441729","-43.3440858567046"
EMBAIXADOR JOAO NEVES DA FONTOURA,"0515011",Rocha Miranda,0,0,3,3,3,0,0,1,0,3,4,2,12,5,0,0,0,0,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,"-22.8451906592014","-43.3508715155598"
MARIO PENNA DA ROCHA,"0515012",Honório Gurgel,0,0,1,3,1,0,0,0,0,2,3,3,4,1,0,0,0,2,0,15,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Pré-Escola/Realfabetização 1,"-22.8493274141664","-43.3585413875549"
SILVIO ROMERO,"0515013",Honório Gurgel,0,0,0,3,3,1,0,0,0,4,3,1,6,2,0,0,0,7,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,"-22.8460482080388","-43.358311637151"
FORNOVO,"0515014",Honório Gurgel,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,16,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Creche/Pré-Escola/Realfabetização 1,"-22.8419837898985","-43.3571919560768"
PADRE DEHON,"0515015",Osvaldo Cruz,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,15,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.8786671825313","-43.3515235748691"
RAJA GABAGLIA,"0515016",Osvaldo Cruz,0,0,0,6,4,1,0,1,2,3,5,3,7,2,0,0,0,1,0,3,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8632864506348","-43.3485642356651"
MARIA DAS DORES NEGRAO,"0515017",Osvaldo Cruz,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8701203615762","-43.3550439509172"
VIRIATO CORREA,"0515018",Osvaldo Cruz,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.8637035262884","-43.3491896849471"
WALDEMIRO POTSCH,"0515019",Osvaldo Cruz,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Creche/Pré-Escola/Realfabetização 1,"-22.870063023743","-43.3546096911626"
WALDEMAR FALCAO,"0515020",Osvaldo Cruz,0,0,2,6,3,0,0,1,0,2,3,2,11,8,0,0,0,1,0,5,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.8754387428486","-43.3547191690776"
MOZART LAGO,"0515021",Osvaldo Cruz,0,0,1,1,3,1,0,1,0,2,1,2,6,1,1,0,4,2,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 1/Classe Especial/Creche/Pré-Escola/Realfabetização 1,"-22.8717263140854","-43.3499601460439"
JOSE EMYGDIO DE OLIVEIRA,"0515022",Osvaldo Cruz,0,0,0,2,3,1,0,0,0,1,2,3,4,3,0,0,0,1,0,9,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Classe Especial,"-22.8785305856011","-43.3520400390143"
CONDE AFONSO CELSO,"0515023",Bento Ribeiro,0,0,1,2,2,0,0,1,0,1,3,3,5,1,0,0,0,2,0,15,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Pré-Escola,"-22.859053683169","-43.3568700767954"
CERVANTES,"0515024",Bento Ribeiro,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,1º Ano/2º Ano/3º Ano/Pré-Escola,"-22.8641045972787","-43.3655778356254"
FRANCISCO PALHETA,"0515025",Bento Ribeiro,2,0,1,3,2,1,0,0,0,2,3,3,4,3,0,0,0,1,0,4,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A,"-22.8638318064438","-43.3659768468807"
PARAGUAI,"0515026",Marechal Hermes,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,7,0,6,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8619650797362","-43.3657945253265"
SANTOS DUMONT,"0515027",Marechal Hermes,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,"-22.8628947531375","-43.3716831400205"
EVANGELINA DUARTE BATISTA,"0515028",Marechal Hermes,0,0,1,5,4,2,0,0,0,2,7,4,9,8,0,0,0,1,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.8625012246664","-43.3724837864599"
PROFESSOR CARNEIRO FELIPE,"0515029",Marechal Hermes,0,0,0,3,3,2,0,2,0,2,4,2,7,2,0,0,0,1,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Classe Especial,"-22.8573608168298","-43.3735562011025"
